id,palavra,resposta
5312245120820618300056767854693509287173715635967202849960545166219646221694380647114083437014190019469609343724084217537852762925155021778130121923596555663191515996376305227968514689152369871097553770621105897409396829945159059775993148055082754136004395185696919985949284743426910920563996212118748761989102242499559524256436967168047863522943767088678084715695356152804369062587323853786589922234027152096069281007488779707354240007134880324558741438257386883358018601624219799459738346973966877751228079464933348608937368322139806361852395617060678322909025199941937314091232089769220681823528447444898441869641901852696664727142601374008274109893373807199394453406096582813897998900965975248523564600252969702831552995978325428828828426793854778816351790171068878227557560747107202844304437595492118295629207647681511422,HSUIAHISUHASHAIUSHIUASASHIUAH ,null
10624490241641236600113535709387018574347431271934405699921090332439292443388761294228166874028380038939218687448168435075705525850310043556260243847193111326383031992752610455937029378304739742195107541242211794818793659890318119551986296110165508272008790371393839971898569486853821841127992424237497523978204484999119048512873934336095727045887534177356169431390712305608738125174647707573179844468054304192138562014977559414708480014269760649117482876514773766716037203248439598919476693947933755502456158929866697217874736644279612723704791234121356645818050399883874628182464179538441363647056894889796883739283803705393329454285202748016548219786747614398788906812193165627795997801931950497047129200505939405663105991956650857657656853587709557632703580342137756455115121494214405688608875190984236591258415295363022845,null,null
10624490241641236600113535709387018574347431271934405699921090332439292443388761294228166874028380038939218687448168435075705525850310043556260243847193111326383031992752610455937029378304739742195107541242211794818793659890318119551986296110165508272008790371393839971898569486853821841127992424237497523978204484999119048512873934336095727045887534177356169431390712305608738125174647707573179844468054304192138562014977559414708480014269760649117482876514773766716037203248439598919476693947933755502456158929866697217874736644279612723704791234121356645818050399883874628182464179538441363647056894889796883739283803705393329454285202748016548219786747614398788906812193165627795997801931950497047129200505939405663105991956650857657656853587709557632703580342137756455115121494214405688608875190984236591258415295363022846,QUOT ,null
21248980483282473200227071418774037148694862543868811399842180664878584886777522588456333748056760077878437374896336870151411051700620087112520487694386222652766063985505220911874058756609479484390215082484423589637587319780636239103972592220331016544017580742787679943797138973707643682255984848474995047956408969998238097025747868672191454091775068354712338862781424611217476250349295415146359688936108608384277124029955118829416960028539521298234965753029547533432074406496879197838953387895867511004912317859733394435749473288559225447409582468242713291636100799767749256364928359076882727294113789779593767478567607410786658908570405496033096439573495228797577813624386331255591995603863900994094258401011878811326211983913301715315313707175419115265407160684275512910230242988428811377217750381968473182516830590726045693,null,null
21248980483282473200227071418774037148694862543868811399842180664878584886777522588456333748056760077878437374896336870151411051700620087112520487694386222652766063985505220911874058756609479484390215082484423589637587319780636239103972592220331016544017580742787679943797138973707643682255984848474995047956408969998238097025747868672191454091775068354712338862781424611217476250349295415146359688936108608384277124029955118829416960028539521298234965753029547533432074406496879197838953387895867511004912317859733394435749473288559225447409582468242713291636100799767749256364928359076882727294113789779593767478567607410786658908570405496033096439573495228797577813624386331255591995603863900994094258401011878811326211983913301715315313707175419115265407160684275512910230242988428811377217750381968473182516830590726045694,MODIFIC ,null
42497960966564946400454142837548074297389725087737622799684361329757169773555045176912667496113520155756874749792673740302822103401240174225040975388772445305532127971010441823748117513218958968780430164968847179275174639561272478207945184440662033088035161485575359887594277947415287364511969696949990095912817939996476194051495737344382908183550136709424677725562849222434952500698590830292719377872217216768554248059910237658833920057079042596469931506059095066864148812993758395677906775791735022009824635719466788871498946577118450894819164936485426583272201599535498512729856718153765454588227579559187534957135214821573317817140810992066192879146990457595155627248772662511183991207727801988188516802023757622652423967826603430630627414350838230530814321368551025820460485976857622754435500763936946365033661181452091389,null,null
42497960966564946400454142837548074297389725087737622799684361329757169773555045176912667496113520155756874749792673740302822103401240174225040975388772445305532127971010441823748117513218958968780430164968847179275174639561272478207945184440662033088035161485575359887594277947415287364511969696949990095912817939996476194051495737344382908183550136709424677725562849222434952500698590830292719377872217216768554248059910237658833920057079042596469931506059095066864148812993758395677906775791735022009824635719466788871498946577118450894819164936485426583272201599535498512729856718153765454588227579559187534957135214821573317817140810992066192879146990457595155627248772662511183991207727801988188516802023757622652423967826603430630627414350838230530814321368551025820460485976857622754435500763936946365033661181452091390,VERIF ,null
84995921933129892800908285675096148594779450175475245599368722659514339547110090353825334992227040311513749499585347480605644206802480348450081950777544890611064255942020883647496235026437917937560860329937694358550349279122544956415890368881324066176070322971150719775188555894830574729023939393899980191825635879992952388102991474688765816367100273418849355451125698444869905001397181660585438755744434433537108496119820475317667840114158085192939863012118190133728297625987516791355813551583470044019649271438933577742997893154236901789638329872970853166544403199070997025459713436307530909176455159118375069914270429643146635634281621984132385758293980915190311254497545325022367982415455603976377033604047515245304847935653206861261254828701676461061628642737102051640920971953715245508871001527873892730067322362904182781,null,null
84995921933129892800908285675096148594779450175475245599368722659514339547110090353825334992227040311513749499585347480605644206802480348450081950777544890611064255942020883647496235026437917937560860329937694358550349279122544956415890368881324066176070322971150719775188555894830574729023939393899980191825635879992952388102991474688765816367100273418849355451125698444869905001397181660585438755744434433537108496119820475317667840114158085192939863012118190133728297625987516791355813551583470044019649271438933577742997893154236901789638329872970853166544403199070997025459713436307530909176455159118375069914270429643146635634281621984132385758293980915190311254497545325022367982415455603976377033604047515245304847935653206861261254828701676461061628642737102051640920971953715245508871001527873892730067322362904182782,DIVER ,null
169991843866259785601816571350192297189558900350950491198737445319028679094220180707650669984454080623027498999170694961211288413604960696900163901555089781222128511884041767294992470052875835875121720659875388717100698558245089912831780737762648132352140645942301439550377111789661149458047878787799960383651271759985904776205982949377531632734200546837698710902251396889739810002794363321170877511488868867074216992239640950635335680228316170385879726024236380267456595251975033582711627103166940088039298542877867155485995786308473803579276659745941706333088806398141994050919426872615061818352910318236750139828540859286293271268563243968264771516587961830380622508995090650044735964830911207952754067208095030490609695871306413722522509657403352922123257285474204103281841943907430491017742003055747785460134644725808365565,null,null
169991843866259785601816571350192297189558900350950491198737445319028679094220180707650669984454080623027498999170694961211288413604960696900163901555089781222128511884041767294992470052875835875121720659875388717100698558245089912831780737762648132352140645942301439550377111789661149458047878787799960383651271759985904776205982949377531632734200546837698710902251396889739810002794363321170877511488868867074216992239640950635335680228316170385879726024236380267456595251975033582711627103166940088039298542877867155485995786308473803579276659745941706333088806398141994050919426872615061818352910318236750139828540859286293271268563243968264771516587961830380622508995090650044735964830911207952754067208095030490609695871306413722522509657403352922123257285474204103281841943907430491017742003055747785460134644725808365566,ANTE ,null
339983687732519571203633142700384594379117800701900982397474890638057358188440361415301339968908161246054997998341389922422576827209921393800327803110179562444257023768083534589984940105751671750243441319750777434201397116490179825663561475525296264704281291884602879100754223579322298916095757575599920767302543519971809552411965898755063265468401093675397421804502793779479620005588726642341755022977737734148433984479281901270671360456632340771759452048472760534913190503950067165423254206333880176078597085755734310971991572616947607158553319491883412666177612796283988101838853745230123636705820636473500279657081718572586542537126487936529543033175923660761245017990181300089471929661822415905508134416190060981219391742612827445045019314806705844246514570948408206563683887814860982035484006111495570920269289451616731133,null,null
339983687732519571203633142700384594379117800701900982397474890638057358188440361415301339968908161246054997998341389922422576827209921393800327803110179562444257023768083534589984940105751671750243441319750777434201397116490179825663561475525296264704281291884602879100754223579322298916095757575599920767302543519971809552411965898755063265468401093675397421804502793779479620005588726642341755022977737734148433984479281901270671360456632340771759452048472760534913190503950067165423254206333880176078597085755734310971991572616947607158553319491883412666177612796283988101838853745230123636705820636473500279657081718572586542537126487936529543033175923660761245017990181300089471929661822415905508134416190060981219391742612827445045019314806705844246514570948408206563683887814860982035484006111495570920269289451616731134,DOWNLOAD ,null
679967375465039142407266285400769188758235601403801964794949781276114716376880722830602679937816322492109995996682779844845153654419842787600655606220359124888514047536167069179969880211503343500486882639501554868402794232980359651327122951050592529408562583769205758201508447158644597832191515151199841534605087039943619104823931797510126530936802187350794843609005587558959240011177453284683510045955475468296867968958563802541342720913264681543518904096945521069826381007900134330846508412667760352157194171511468621943983145233895214317106638983766825332355225592567976203677707490460247273411641272947000559314163437145173085074252975873059086066351847321522490035980362600178943859323644831811016268832380121962438783485225654890090038629613411688493029141896816413127367775629721964070968012222991141840538578903233462269,null,null
679967375465039142407266285400769188758235601403801964794949781276114716376880722830602679937816322492109995996682779844845153654419842787600655606220359124888514047536167069179969880211503343500486882639501554868402794232980359651327122951050592529408562583769205758201508447158644597832191515151199841534605087039943619104823931797510126530936802187350794843609005587558959240011177453284683510045955475468296867968958563802541342720913264681543518904096945521069826381007900134330846508412667760352157194171511468621943983145233895214317106638983766825332355225592567976203677707490460247273411641272947000559314163437145173085074252975873059086066351847321522490035980362600178943859323644831811016268832380121962438783485225654890090038629613411688493029141896816413127367775629721964070968012222991141840538578903233462270,ALBERT ,null
1359934750930078284814532570801538377516471202807603929589899562552229432753761445661205359875632644984219991993365559689690307308839685575201311212440718249777028095072334138359939760423006687000973765279003109736805588465960719302654245902101185058817125167538411516403016894317289195664383030302399683069210174079887238209647863595020253061873604374701589687218011175117918480022354906569367020091910950936593735937917127605082685441826529363087037808193891042139652762015800268661693016825335520704314388343022937243887966290467790428634213277967533650664710451185135952407355414980920494546823282545894001118628326874290346170148505951746118172132703694643044980071960725200357887718647289663622032537664760243924877566970451309780180077259226823376986058283793632826254735551259443928141936024445982283681077157806466924541,null,null
1359934750930078284814532570801538377516471202807603929589899562552229432753761445661205359875632644984219991993365559689690307308839685575201311212440718249777028095072334138359939760423006687000973765279003109736805588465960719302654245902101185058817125167538411516403016894317289195664383030302399683069210174079887238209647863595020253061873604374701589687218011175117918480022354906569367020091910950936593735937917127605082685441826529363087037808193891042139652762015800268661693016825335520704314388343022937243887966290467790428634213277967533650664710451185135952407355414980920494546823282545894001118628326874290346170148505951746118172132703694643044980071960725200357887718647289663622032537664760243924877566970451309780180077259226823376986058283793632826254735551259443928141936024445982283681077157806466924542,PROV ,null
2719869501860156569629065141603076755032942405615207859179799125104458865507522891322410719751265289968439983986731119379380614617679371150402622424881436499554056190144668276719879520846013374001947530558006219473611176931921438605308491804202370117634250335076823032806033788634578391328766060604799366138420348159774476419295727190040506123747208749403179374436022350235836960044709813138734040183821901873187471875834255210165370883653058726174075616387782084279305524031600537323386033650671041408628776686045874487775932580935580857268426555935067301329420902370271904814710829961840989093646565091788002237256653748580692340297011903492236344265407389286089960143921450400715775437294579327244065075329520487849755133940902619560360154518453646753972116567587265652509471102518887856283872048891964567362154315612933849085,null,null
2719869501860156569629065141603076755032942405615207859179799125104458865507522891322410719751265289968439983986731119379380614617679371150402622424881436499554056190144668276719879520846013374001947530558006219473611176931921438605308491804202370117634250335076823032806033788634578391328766060604799366138420348159774476419295727190040506123747208749403179374436022350235836960044709813138734040183821901873187471875834255210165370883653058726174075616387782084279305524031600537323386033650671041408628776686045874487775932580935580857268426555935067301329420902370271904814710829961840989093646565091788002237256653748580692340297011903492236344265407389286089960143921450400715775437294579327244065075329520487849755133940902619560360154518453646753972116567587265652509471102518887856283872048891964567362154315612933849086,PROX ,null
5439739003720313139258130283206153510065884811230415718359598250208917731015045782644821439502530579936879967973462238758761229235358742300805244849762872999108112380289336553439759041692026748003895061116012438947222353863842877210616983608404740235268500670153646065612067577269156782657532121209598732276840696319548952838591454380081012247494417498806358748872044700471673920089419626277468080367643803746374943751668510420330741767306117452348151232775564168558611048063201074646772067301342082817257553372091748975551865161871161714536853111870134602658841804740543809629421659923681978187293130183576004474513307497161384680594023806984472688530814778572179920287842900801431550874589158654488130150659040975699510267881805239120720309036907293507944233135174531305018942205037775712567744097783929134724308631225867698173,null,null
5439739003720313139258130283206153510065884811230415718359598250208917731015045782644821439502530579936879967973462238758761229235358742300805244849762872999108112380289336553439759041692026748003895061116012438947222353863842877210616983608404740235268500670153646065612067577269156782657532121209598732276840696319548952838591454380081012247494417498806358748872044700471673920089419626277468080367643803746374943751668510420330741767306117452348151232775564168558611048063201074646772067301342082817257553372091748975551865161871161714536853111870134602658841804740543809629421659923681978187293130183576004474513307497161384680594023806984472688530814778572179920287842900801431550874589158654488130150659040975699510267881805239120720309036907293507944233135174531305018942205037775712567744097783929134724308631225867698174,ANSW ,null
10879478007440626278516260566412307020131769622460831436719196500417835462030091565289642879005061159873759935946924477517522458470717484601610489699525745998216224760578673106879518083384053496007790122232024877894444707727685754421233967216809480470537001340307292131224135154538313565315064242419197464553681392639097905677182908760162024494988834997612717497744089400943347840178839252554936160735287607492749887503337020840661483534612234904696302465551128337117222096126402149293544134602684165634515106744183497951103730323742323429073706223740269205317683609481087619258843319847363956374586260367152008949026614994322769361188047613968945377061629557144359840575685801602863101749178317308976260301318081951399020535763610478241440618073814587015888466270349062610037884410075551425135488195567858269448617262451735396349,null,null
10879478007440626278516260566412307020131769622460831436719196500417835462030091565289642879005061159873759935946924477517522458470717484601610489699525745998216224760578673106879518083384053496007790122232024877894444707727685754421233967216809480470537001340307292131224135154538313565315064242419197464553681392639097905677182908760162024494988834997612717497744089400943347840178839252554936160735287607492749887503337020840661483534612234904696302465551128337117222096126402149293544134602684165634515106744183497951103730323742323429073706223740269205317683609481087619258843319847363956374586260367152008949026614994322769361188047613968945377061629557144359840575685801602863101749178317308976260301318081951399020535763610478241440618073814587015888466270349062610037884410075551425135488195567858269448617262451735396350,AFINAL ,null
21758956014881252557032521132824614040263539244921662873438393000835670924060183130579285758010122319747519871893848955035044916941434969203220979399051491996432449521157346213759036166768106992015580244464049755788889415455371508842467934433618960941074002680614584262448270309076627130630128484838394929107362785278195811354365817520324048989977669995225434995488178801886695680357678505109872321470575214985499775006674041681322967069224469809392604931102256674234444192252804298587088269205368331269030213488366995902207460647484646858147412447480538410635367218962175238517686639694727912749172520734304017898053229988645538722376095227937890754123259114288719681151371603205726203498356634617952520602636163902798041071527220956482881236147629174031776932540698125220075768820151102850270976391135716538897234524903470792701,null,null
21758956014881252557032521132824614040263539244921662873438393000835670924060183130579285758010122319747519871893848955035044916941434969203220979399051491996432449521157346213759036166768106992015580244464049755788889415455371508842467934433618960941074002680614584262448270309076627130630128484838394929107362785278195811354365817520324048989977669995225434995488178801886695680357678505109872321470575214985499775006674041681322967069224469809392604931102256674234444192252804298587088269205368331269030213488366995902207460647484646858147412447480538410635367218962175238517686639694727912749172520734304017898053229988645538722376095227937890754123259114288719681151371603205726203498356634617952520602636163902798041071527220956482881236147629174031776932540698125220075768820151102850270976391135716538897234524903470792702,DETALH ,null
43517912029762505114065042265649228080527078489843325746876786001671341848120366261158571516020244639495039743787697910070089833882869938406441958798102983992864899042314692427518072333536213984031160488928099511577778830910743017684935868867237921882148005361229168524896540618153254261260256969676789858214725570556391622708731635040648097979955339990450869990976357603773391360715357010219744642941150429970999550013348083362645934138448939618785209862204513348468888384505608597174176538410736662538060426976733991804414921294969293716294824894961076821270734437924350477035373279389455825498345041468608035796106459977291077444752190455875781508246518228577439362302743206411452406996713269235905041205272327805596082143054441912965762472295258348063553865081396250440151537640302205700541952782271433077794469049806941585405,null,null
43517912029762505114065042265649228080527078489843325746876786001671341848120366261158571516020244639495039743787697910070089833882869938406441958798102983992864899042314692427518072333536213984031160488928099511577778830910743017684935868867237921882148005361229168524896540618153254261260256969676789858214725570556391622708731635040648097979955339990450869990976357603773391360715357010219744642941150429970999550013348083362645934138448939618785209862204513348468888384505608597174176538410736662538060426976733991804414921294969293716294824894961076821270734437924350477035373279389455825498345041468608035796106459977291077444752190455875781508246518228577439362302743206411452406996713269235905041205272327805596082143054441912965762472295258348063553865081396250440151537640302205700541952782271433077794469049806941585406,CALCL ,null
87035824059525010228130084531298456161054156979686651493753572003342683696240732522317143032040489278990079487575395820140179667765739876812883917596205967985729798084629384855036144667072427968062320977856199023155557661821486035369871737734475843764296010722458337049793081236306508522520513939353579716429451141112783245417463270081296195959910679980901739981952715207546782721430714020439489285882300859941999100026696166725291868276897879237570419724409026696937776769011217194348353076821473325076120853953467983608829842589938587432589649789922153642541468875848700954070746558778911650996690082937216071592212919954582154889504380911751563016493036457154878724605486412822904813993426538471810082410544655611192164286108883825931524944590516696127107730162792500880303075280604411401083905564542866155588938099613883170813,null,null
87035824059525010228130084531298456161054156979686651493753572003342683696240732522317143032040489278990079487575395820140179667765739876812883917596205967985729798084629384855036144667072427968062320977856199023155557661821486035369871737734475843764296010722458337049793081236306508522520513939353579716429451141112783245417463270081296195959910679980901739981952715207546782721430714020439489285882300859941999100026696166725291868276897879237570419724409026696937776769011217194348353076821473325076120853953467983608829842589938587432589649789922153642541468875848700954070746558778911650996690082937216071592212919954582154889504380911751563016493036457154878724605486412822904813993426538471810082410544655611192164286108883825931524944590516696127107730162792500880303075280604411401083905564542866155588938099613883170814,CLIC ,null
174071648119050020456260169062596912322108313959373302987507144006685367392481465044634286064080978557980158975150791640280359335531479753625767835192411935971459596169258769710072289334144855936124641955712398046311115323642972070739743475468951687528592021444916674099586162472613017045041027878707159432858902282225566490834926540162592391919821359961803479963905430415093565442861428040878978571764601719883998200053392333450583736553795758475140839448818053393875553538022434388696706153642946650152241707906935967217659685179877174865179299579844307285082937751697401908141493117557823301993380165874432143184425839909164309779008761823503126032986072914309757449210972825645809627986853076943620164821089311222384328572217767651863049889181033392254215460325585001760606150561208822802167811129085732311177876199227766341629,null,null
174071648119050020456260169062596912322108313959373302987507144006685367392481465044634286064080978557980158975150791640280359335531479753625767835192411935971459596169258769710072289334144855936124641955712398046311115323642972070739743475468951687528592021444916674099586162472613017045041027878707159432858902282225566490834926540162592391919821359961803479963905430415093565442861428040878978571764601719883998200053392333450583736553795758475140839448818053393875553538022434388696706153642946650152241707906935967217659685179877174865179299579844307285082937751697401908141493117557823301993380165874432143184425839909164309779008761823503126032986072914309757449210972825645809627986853076943620164821089311222384328572217767651863049889181033392254215460325585001760606150561208822802167811129085732311177876199227766341630,CARAMB ,null
348143296238100040912520338125193824644216627918746605975014288013370734784962930089268572128161957115960317950301583280560718671062959507251535670384823871942919192338517539420144578668289711872249283911424796092622230647285944141479486950937903375057184042889833348199172324945226034090082055757414318865717804564451132981669853080325184783839642719923606959927810860830187130885722856081757957143529203439767996400106784666901167473107591516950281678897636106787751107076044868777393412307285893300304483415813871934435319370359754349730358599159688614570165875503394803816282986235115646603986760331748864286368851679818328619558017523647006252065972145828619514898421945651291619255973706153887240329642178622444768657144435535303726099778362066784508430920651170003521212301122417645604335622258171464622355752398455532683261,null,null
348143296238100040912520338125193824644216627918746605975014288013370734784962930089268572128161957115960317950301583280560718671062959507251535670384823871942919192338517539420144578668289711872249283911424796092622230647285944141479486950937903375057184042889833348199172324945226034090082055757414318865717804564451132981669853080325184783839642719923606959927810860830187130885722856081757957143529203439767996400106784666901167473107591516950281678897636106787751107076044868777393412307285893300304483415813871934435319370359754349730358599159688614570165875503394803816282986235115646603986760331748864286368851679818328619558017523647006252065972145828619514898421945651291619255973706153887240329642178622444768657144435535303726099778362066784508430920651170003521212301122417645604335622258171464622355752398455532683262,FURT ,null
696286592476200081825040676250387649288433255837493211950028576026741469569925860178537144256323914231920635900603166561121437342125919014503071340769647743885838384677035078840289157336579423744498567822849592185244461294571888282958973901875806750114368085779666696398344649890452068180164111514828637731435609128902265963339706160650369567679285439847213919855621721660374261771445712163515914287058406879535992800213569333802334946215183033900563357795272213575502214152089737554786824614571786600608966831627743868870638740719508699460717198319377229140331751006789607632565972470231293207973520663497728572737703359636657239116035047294012504131944291657239029796843891302583238511947412307774480659284357244889537314288871070607452199556724133569016861841302340007042424602244835291208671244516342929244711504796911065366525,null,null
696286592476200081825040676250387649288433255837493211950028576026741469569925860178537144256323914231920635900603166561121437342125919014503071340769647743885838384677035078840289157336579423744498567822849592185244461294571888282958973901875806750114368085779666696398344649890452068180164111514828637731435609128902265963339706160650369567679285439847213919855621721660374261771445712163515914287058406879535992800213569333802334946215183033900563357795272213575502214152089737554786824614571786600608966831627743868870638740719508699460717198319377229140331751006789607632565972470231293207973520663497728572737703359636657239116035047294012504131944291657239029796843891302583238511947412307774480659284357244889537314288871070607452199556724133569016861841302340007042424602244835291208671244516342929244711504796911065366526,PROC ,null
1392573184952400163650081352500775298576866511674986423900057152053482939139851720357074288512647828463841271801206333122242874684251838029006142681539295487771676769354070157680578314673158847488997135645699184370488922589143776565917947803751613500228736171559333392796689299780904136360328223029657275462871218257804531926679412321300739135358570879694427839711243443320748523542891424327031828574116813759071985600427138667604669892430366067801126715590544427151004428304179475109573649229143573201217933663255487737741277481439017398921434396638754458280663502013579215265131944940462586415947041326995457145475406719273314478232070094588025008263888583314478059593687782605166477023894824615548961318568714489779074628577742141214904399113448267138033723682604680014084849204489670582417342489032685858489423009593822130733053,null,null
1392573184952400163650081352500775298576866511674986423900057152053482939139851720357074288512647828463841271801206333122242874684251838029006142681539295487771676769354070157680578314673158847488997135645699184370488922589143776565917947803751613500228736171559333392796689299780904136360328223029657275462871218257804531926679412321300739135358570879694427839711243443320748523542891424327031828574116813759071985600427138667604669892430366067801126715590544427151004428304179475109573649229143573201217933663255487737741277481439017398921434396638754458280663502013579215265131944940462586415947041326995457145475406719273314478232070094588025008263888583314478059593687782605166477023894824615548961318568714489779074628577742141214904399113448267138033723682604680014084849204489670582417342489032685858489423009593822130733054,COULD ,null
2785146369904800327300162705001550597153733023349972847800114304106965878279703440714148577025295656927682543602412666244485749368503676058012285363078590975543353538708140315361156629346317694977994271291398368740977845178287553131835895607503227000457472343118666785593378599561808272720656446059314550925742436515609063853358824642601478270717141759388855679422486886641497047085782848654063657148233627518143971200854277335209339784860732135602253431181088854302008856608358950219147298458287146402435867326510975475482554962878034797842868793277508916561327004027158430530263889880925172831894082653990914290950813438546628956464140189176050016527777166628956119187375565210332954047789649231097922637137428979558149257155484282429808798226896534276067447365209360028169698408979341164834684978065371716978846019187644261466109,null,null
2785146369904800327300162705001550597153733023349972847800114304106965878279703440714148577025295656927682543602412666244485749368503676058012285363078590975543353538708140315361156629346317694977994271291398368740977845178287553131835895607503227000457472343118666785593378599561808272720656446059314550925742436515609063853358824642601478270717141759388855679422486886641497047085782848654063657148233627518143971200854277335209339784860732135602253431181088854302008856608358950219147298458287146402435867326510975475482554962878034797842868793277508916561327004027158430530263889880925172831894082653990914290950813438546628956464140189176050016527777166628956119187375565210332954047789649231097922637137428979558149257155484282429808798226896534276067447365209360028169698408979341164834684978065371716978846019187644261466110,SHOPPING ,null
5570292739809600654600325410003101194307466046699945695600228608213931756559406881428297154050591313855365087204825332488971498737007352116024570726157181951086707077416280630722313258692635389955988542582796737481955690356575106263671791215006454000914944686237333571186757199123616545441312892118629101851484873031218127706717649285202956541434283518777711358844973773282994094171565697308127314296467255036287942401708554670418679569721464271204506862362177708604017713216717900438294596916574292804871734653021950950965109925756069595685737586555017833122654008054316861060527779761850345663788165307981828581901626877093257912928280378352100033055554333257912238374751130420665908095579298462195845274274857959116298514310968564859617596453793068552134894730418720056339396817958682329669369956130743433957692038375288522932221,null,null
5570292739809600654600325410003101194307466046699945695600228608213931756559406881428297154050591313855365087204825332488971498737007352116024570726157181951086707077416280630722313258692635389955988542582796737481955690356575106263671791215006454000914944686237333571186757199123616545441312892118629101851484873031218127706717649285202956541434283518777711358844973773282994094171565697308127314296467255036287942401708554670418679569721464271204506862362177708604017713216717900438294596916574292804871734653021950950965109925756069595685737586555017833122654008054316861060527779761850345663788165307981828581901626877093257912928280378352100033055554333257912238374751130420665908095579298462195845274274857959116298514310968564859617596453793068552134894730418720056339396817958682329669369956130743433957692038375288522932222,ANTI ,null
11140585479619201309200650820006202388614932093399891391200457216427863513118813762856594308101182627710730174409650664977942997474014704232049141452314363902173414154832561261444626517385270779911977085165593474963911380713150212527343582430012908001829889372474667142373514398247233090882625784237258203702969746062436255413435298570405913082868567037555422717689947546565988188343131394616254628592934510072575884803417109340837359139442928542409013724724355417208035426433435800876589193833148585609743469306043901901930219851512139191371475173110035666245308016108633722121055559523700691327576330615963657163803253754186515825856560756704200066111108666515824476749502260841331816191158596924391690548549715918232597028621937129719235192907586137104269789460837440112678793635917364659338739912261486867915384076750577045864445,null,null
11140585479619201309200650820006202388614932093399891391200457216427863513118813762856594308101182627710730174409650664977942997474014704232049141452314363902173414154832561261444626517385270779911977085165593474963911380713150212527343582430012908001829889372474667142373514398247233090882625784237258203702969746062436255413435298570405913082868567037555422717689947546565988188343131394616254628592934510072575884803417109340837359139442928542409013724724355417208035426433435800876589193833148585609743469306043901901930219851512139191371475173110035666245308016108633722121055559523700691327576330615963657163803253754186515825856560756704200066111108666515824476749502260841331816191158596924391690548549715918232597028621937129719235192907586137104269789460837440112678793635917364659338739912261486867915384076750577045864446,PROF ,null
22281170959238402618401301640012404777229864186799782782400914432855727026237627525713188616202365255421460348819301329955885994948029408464098282904628727804346828309665122522889253034770541559823954170331186949927822761426300425054687164860025816003659778744949334284747028796494466181765251568474516407405939492124872510826870597140811826165737134075110845435379895093131976376686262789232509257185869020145151769606834218681674718278885857084818027449448710834416070852866871601753178387666297171219486938612087803803860439703024278382742950346220071332490616032217267444242111119047401382655152661231927314327606507508373031651713121513408400132222217333031648953499004521682663632382317193848783381097099431836465194057243874259438470385815172274208539578921674880225357587271834729318677479824522973735830768153501154091728893,null,null
22281170959238402618401301640012404777229864186799782782400914432855727026237627525713188616202365255421460348819301329955885994948029408464098282904628727804346828309665122522889253034770541559823954170331186949927822761426300425054687164860025816003659778744949334284747028796494466181765251568474516407405939492124872510826870597140811826165737134075110845435379895093131976376686262789232509257185869020145151769606834218681674718278885857084818027449448710834416070852866871601753178387666297171219486938612087803803860439703024278382742950346220071332490616032217267444242111119047401382655152661231927314327606507508373031651713121513408400132222217333031648953499004521682663632382317193848783381097099431836465194057243874259438470385815172274208539578921674880225357587271834729318677479824522973735830768153501154091728894,TROCAR ,null
44562341918476805236802603280024809554459728373599565564801828865711454052475255051426377232404730510842920697638602659911771989896058816928196565809257455608693656619330245045778506069541083119647908340662373899855645522852600850109374329720051632007319557489898668569494057592988932363530503136949032814811878984249745021653741194281623652331474268150221690870759790186263952753372525578465018514371738040290303539213668437363349436557771714169636054898897421668832141705733743203506356775332594342438973877224175607607720879406048556765485900692440142664981232064434534888484222238094802765310305322463854628655213015016746063303426243026816800264444434666063297906998009043365327264764634387697566762194198863672930388114487748518876940771630344548417079157843349760450715174543669458637354959649045947471661536307002308183457789,null,null
44562341918476805236802603280024809554459728373599565564801828865711454052475255051426377232404730510842920697638602659911771989896058816928196565809257455608693656619330245045778506069541083119647908340662373899855645522852600850109374329720051632007319557489898668569494057592988932363530503136949032814811878984249745021653741194281623652331474268150221690870759790186263952753372525578465018514371738040290303539213668437363349436557771714169636054898897421668832141705733743203506356775332594342438973877224175607607720879406048556765485900692440142664981232064434534888484222238094802765310305322463854628655213015016746063303426243026816800264444434666063297906998009043365327264764634387697566762194198863672930388114487748518876940771630344548417079157843349760450715174543669458637354959649045947471661536307002308183457790,ACEIT ,null
89124683836953610473605206560049619108919456747199131129603657731422908104950510102852754464809461021685841395277205319823543979792117633856393131618514911217387313238660490091557012139082166239295816681324747799711291045705201700218748659440103264014639114979797337138988115185977864727061006273898065629623757968499490043307482388563247304662948536300443381741519580372527905506745051156930037028743476080580607078427336874726698873115543428339272109797794843337664283411467486407012713550665188684877947754448351215215441758812097113530971801384880285329962464128869069776968444476189605530620610644927709257310426030033492126606852486053633600528888869332126595813996018086730654529529268775395133524388397727345860776228975497037753881543260689096834158315686699520901430349087338917274709919298091894943323072614004616366915581,null,null
89124683836953610473605206560049619108919456747199131129603657731422908104950510102852754464809461021685841395277205319823543979792117633856393131618514911217387313238660490091557012139082166239295816681324747799711291045705201700218748659440103264014639114979797337138988115185977864727061006273898065629623757968499490043307482388563247304662948536300443381741519580372527905506745051156930037028743476080580607078427336874726698873115543428339272109797794843337664283411467486407012713550665188684877947754448351215215441758812097113530971801384880285329962464128869069776968444476189605530620610644927709257310426030033492126606852486053633600528888869332126595813996018086730654529529268775395133524388397727345860776228975497037753881543260689096834158315686699520901430349087338917274709919298091894943323072614004616366915582,REGULARIZ ,null
